decl,decl_fanout,qid_index,qid,qid_label,qid_status,qid_importance,is_primary_decl_of_qid,qid_other_decls,wikipedia_url,wikidata_url,mathlib_doc_url,decision,notes
Semigroup,5,5/5,Q901718,Product (mathematics),formalized,Top,FALSE,"CommMonoid, Finset.prod, Monoid",https://en.wikipedia.org/wiki/Product_mathematics,https://www.wikidata.org/wiki/Q901718,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Semigroup,,
AddGroup,4,1/4,Q200227,Negative number,formalized,High,TRUE,"InvolutiveNeg, NegZeroClass, neg_lt_zero",https://en.wikipedia.org/wiki/Negative_number,https://www.wikidata.org/wiki/Q200227,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AddGroup,,
AddGroup,4,2/4,Q32043,Addition,formalized,Top,FALSE,"AddCommMonoid, AddCommSemigroup, AddMonoid, AddSemigroup",https://en.wikipedia.org/wiki/Addition,https://www.wikidata.org/wiki/Q32043,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AddGroup,,
AddGroup,4,3/4,Q715358,Additive inverse,formalized,High,FALSE,"AddGroup.neg_add_cancel, InvolutiveNeg, Neg, NegZeroClass",https://en.wikipedia.org/wiki/Additive_inverse,https://www.wikidata.org/wiki/Q715358,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AddGroup,,
AddGroup,4,4/4,Q83478,Group (mathematics),formalized,Top,FALSE,"CommGroup, Group, MonoidHom, Subgroup",https://en.wikipedia.org/wiki/Group_mathematics,https://www.wikidata.org/wiki/Q83478,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AddGroup,,
AddTorsor,4,1/4,Q3590896,Equipollence (geometry),formalized,Mid,TRUE,"AffineSpace, VSub",https://en.wikipedia.org/wiki/Equipollence_geometry,https://www.wikidata.org/wiki/Q3590896,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AddTorsor,,
AddTorsor,4,2/4,Q3755543,Principal homogeneous space,formalized,Mid,TRUE,"IsTopologicalAddTorsor, NormedAddTorsor, addGroupIsAddTorsor",https://en.wikipedia.org/wiki/Principal_homogeneous_space,https://www.wikidata.org/wiki/Q3755543,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AddTorsor,,
AddTorsor,4,3/4,Q382520,Affine geometry,formalized,High,FALSE,"AffineEquiv, AffineMap, AffineSpace, AffineSubspace",https://en.wikipedia.org/wiki/Affine_geometry,https://www.wikidata.org/wiki/Q382520,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AddTorsor,,
AddTorsor,4,4/4,Q382698,Affine space,formalized,High,FALSE,"AffineMap, AffineSpace, AffineSubspace",https://en.wikipedia.org/wiki/Affine_space,https://www.wikidata.org/wiki/Q382698,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AddTorsor,,
AffineMap,4,1/4,Q15854269,Linear function,formalized,High,FALSE,"IsLinearMap, LinearMap, LinearMapClass",https://en.wikipedia.org/wiki/Linear_function,https://www.wikidata.org/wiki/Q15854269,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AffineMap,,
AffineMap,4,2/4,Q382520,Affine geometry,formalized,High,FALSE,"AddTorsor, AffineEquiv, AffineSpace, AffineSubspace",https://en.wikipedia.org/wiki/Affine_geometry,https://www.wikidata.org/wiki/Q382520,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AffineMap,,
AffineMap,4,3/4,Q382698,Affine space,formalized,High,FALSE,"AddTorsor, AffineSpace, AffineSubspace",https://en.wikipedia.org/wiki/Affine_space,https://www.wikidata.org/wiki/Q382698,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AffineMap,,
AffineMap,4,4/4,Q484637,Linear equation,formalized,Top,FALSE,"AffineSubspace, IsLinearMap, LinearMap",https://en.wikipedia.org/wiki/Linear_equation,https://www.wikidata.org/wiki/Q484637,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AffineMap,,
AffineSpace,4,1/4,Q134787,Analytic geometry,formalized,Top,FALSE,"EuclideanGeometry, EuclideanSpace, EuclideanSpace.proj",https://en.wikipedia.org/wiki/Analytic_geometry,https://www.wikidata.org/wiki/Q134787,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AffineSpace,,
AffineSpace,4,2/4,Q3590896,Equipollence (geometry),formalized,Mid,FALSE,"AddTorsor, VSub",https://en.wikipedia.org/wiki/Equipollence_geometry,https://www.wikidata.org/wiki/Q3590896,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AffineSpace,,
AffineSpace,4,3/4,Q382520,Affine geometry,formalized,High,TRUE,"AddTorsor, AffineEquiv, AffineMap, AffineSubspace",https://en.wikipedia.org/wiki/Affine_geometry,https://www.wikidata.org/wiki/Q382520,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AffineSpace,,
AffineSpace,4,4/4,Q382698,Affine space,formalized,High,TRUE,"AddTorsor, AffineMap, AffineSubspace",https://en.wikipedia.org/wiki/Affine_space,https://www.wikidata.org/wiki/Q382698,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=AffineSpace,,
Asymptotics.IsBigO,4,1/4,Q1783502,Rate of convergence,formalized,High,FALSE,"Asymptotics.IsBigOWith, Asymptotics.IsEquivalent, Asymptotics.IsLittleO, Asymptotics.IsTheta",https://en.wikipedia.org/wiki/Rate_of_convergence,https://www.wikidata.org/wiki/Q1783502,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsBigO,,
Asymptotics.IsBigO,4,2/4,Q179436,Asymptote,formalized,High,FALSE,"Asymptotics.IsEquivalent, Asymptotics.IsLittleO",https://en.wikipedia.org/wiki/Asymptote,https://www.wikidata.org/wiki/Q179436,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsBigO,,
Asymptotics.IsBigO,4,3/4,Q269878,Big O notation,formalized,Mid,TRUE,"Asymptotics.IsBigOWith, Asymptotics.IsEquivalent, Asymptotics.IsLittleO, Asymptotics.IsTheta",https://en.wikipedia.org/wiki/Big_O_notation,https://www.wikidata.org/wiki/Q269878,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsBigO,,
Asymptotics.IsBigO,4,4/4,Q752718,Asymptotic analysis,formalized,High,TRUE,"Asymptotics.IsBigOWith, Asymptotics.IsEquivalent, Asymptotics.IsLittleO, Asymptotics.IsTheta",https://en.wikipedia.org/wiki/Asymptotic_analysis,https://www.wikidata.org/wiki/Q752718,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsBigO,,
Asymptotics.IsEquivalent,4,1/4,Q1783502,Rate of convergence,formalized,High,FALSE,"Asymptotics.IsBigO, Asymptotics.IsBigOWith, Asymptotics.IsLittleO, Asymptotics.IsTheta",https://en.wikipedia.org/wiki/Rate_of_convergence,https://www.wikidata.org/wiki/Q1783502,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsEquivalent,,
Asymptotics.IsEquivalent,4,2/4,Q179436,Asymptote,formalized,High,TRUE,"Asymptotics.IsBigO, Asymptotics.IsLittleO",https://en.wikipedia.org/wiki/Asymptote,https://www.wikidata.org/wiki/Q179436,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsEquivalent,,
Asymptotics.IsEquivalent,4,3/4,Q269878,Big O notation,formalized,Mid,FALSE,"Asymptotics.IsBigO, Asymptotics.IsBigOWith, Asymptotics.IsLittleO, Asymptotics.IsTheta",https://en.wikipedia.org/wiki/Big_O_notation,https://www.wikidata.org/wiki/Q269878,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsEquivalent,,
Asymptotics.IsEquivalent,4,4/4,Q752718,Asymptotic analysis,formalized,High,FALSE,"Asymptotics.IsBigO, Asymptotics.IsBigOWith, Asymptotics.IsLittleO, Asymptotics.IsTheta",https://en.wikipedia.org/wiki/Asymptotic_analysis,https://www.wikidata.org/wiki/Q752718,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsEquivalent,,
Asymptotics.IsLittleO,4,1/4,Q1783502,Rate of convergence,formalized,High,TRUE,"Asymptotics.IsBigO, Asymptotics.IsBigOWith, Asymptotics.IsEquivalent, Asymptotics.IsTheta",https://en.wikipedia.org/wiki/Rate_of_convergence,https://www.wikidata.org/wiki/Q1783502,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsLittleO,,
Asymptotics.IsLittleO,4,2/4,Q179436,Asymptote,formalized,High,FALSE,"Asymptotics.IsBigO, Asymptotics.IsEquivalent",https://en.wikipedia.org/wiki/Asymptote,https://www.wikidata.org/wiki/Q179436,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsLittleO,,
Asymptotics.IsLittleO,4,3/4,Q269878,Big O notation,formalized,Mid,FALSE,"Asymptotics.IsBigO, Asymptotics.IsBigOWith, Asymptotics.IsEquivalent, Asymptotics.IsTheta",https://en.wikipedia.org/wiki/Big_O_notation,https://www.wikidata.org/wiki/Q269878,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsLittleO,,
Asymptotics.IsLittleO,4,4/4,Q752718,Asymptotic analysis,formalized,High,FALSE,"Asymptotics.IsBigO, Asymptotics.IsBigOWith, Asymptotics.IsEquivalent, Asymptotics.IsTheta",https://en.wikipedia.org/wiki/Asymptotic_analysis,https://www.wikidata.org/wiki/Q752718,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Asymptotics.IsLittleO,,
Cardinal.aleph,4,1/4,Q163875,Cardinal number,formalized,High,FALSE,"Cardinal, Cardinal.aleph0, Cardinal.lift, Cardinal.mk",https://en.wikipedia.org/wiki/Cardinal_number,https://www.wikidata.org/wiki/Q163875,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.aleph,,
Cardinal.aleph,4,2/4,Q208416,Continuum hypothesis,formalized,High,FALSE,"Cardinal.aleph_one_le_continuum, Cardinal.beth, Cardinal.beth_one, Cardinal.continuum",https://en.wikipedia.org/wiki/Continuum_hypothesis,https://www.wikidata.org/wiki/Q208416,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.aleph,,
Cardinal.aleph,4,3/4,Q4049983,Cardinality,formalized,High,FALSE,"Cardinal, Cardinal.aleph0, Cardinal.cantor, Cardinal.mk",https://en.wikipedia.org/wiki/Cardinality,https://www.wikidata.org/wiki/Q4049983,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.aleph,,
Cardinal.aleph,4,4/4,Q908627,Aleph number,formalized,High,TRUE,"Cardinal.aleph0, Cardinal.aleph_zero, Cardinal.preAleph, Cardinal.succ_aleph",https://en.wikipedia.org/wiki/Aleph_number,https://www.wikidata.org/wiki/Q908627,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.aleph,,
Cardinal.aleph0,4,1/4,Q163875,Cardinal number,formalized,High,FALSE,"Cardinal, Cardinal.aleph, Cardinal.lift, Cardinal.mk",https://en.wikipedia.org/wiki/Cardinal_number,https://www.wikidata.org/wiki/Q163875,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.aleph0,,
Cardinal.aleph0,4,2/4,Q205,Infinity,formalized,Top,FALSE,"Cardinal, Infinite, Set.Infinite",https://en.wikipedia.org/wiki/Infinity,https://www.wikidata.org/wiki/Q205,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.aleph0,,
Cardinal.aleph0,4,3/4,Q4049983,Cardinality,formalized,High,FALSE,"Cardinal, Cardinal.aleph, Cardinal.cantor, Cardinal.mk",https://en.wikipedia.org/wiki/Cardinality,https://www.wikidata.org/wiki/Q4049983,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.aleph0,,
Cardinal.aleph0,4,4/4,Q908627,Aleph number,formalized,High,FALSE,"Cardinal.aleph, Cardinal.aleph_zero, Cardinal.preAleph, Cardinal.succ_aleph",https://en.wikipedia.org/wiki/Aleph_number,https://www.wikidata.org/wiki/Q908627,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Cardinal.aleph0,,
CauchySeq,4,1/4,Q170198,Series (mathematics),formalized,Top,FALSE,"HasSum, Summable, tsum",https://en.wikipedia.org/wiki/Series_mathematics,https://www.wikidata.org/wiki/Q170198,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CauchySeq,,
CauchySeq,4,2/4,Q217847,Cauchy sequence,formalized,High,TRUE,"CauSeq, Cauchy, CauchyFilter, IsCauSeq",https://en.wikipedia.org/wiki/Cauchy_sequence,https://www.wikidata.org/wiki/Q217847,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CauchySeq,,
CauchySeq,4,3/4,Q847204,Limit of a sequence,formalized,High,FALSE,"Filter.Tendsto, Filter.atTop, Filter.lim, Filter.limUnder",https://en.wikipedia.org/wiki/Limit_of_a_sequence,https://www.wikidata.org/wiki/Q847204,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CauchySeq,,
CauchySeq,4,4/4,Q848569,Complete metric space,formalized,High,FALSE,"Cauchy, CompleteSpace, IsComplete, UniformSpace.Completion",https://en.wikipedia.org/wiki/Complete_metric_space,https://www.wikidata.org/wiki/Q848569,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CauchySeq,,
Class,4,1/4,Q12482,Set theory,formalized,Top,FALSE,"PSet, Set, ZFSet",https://en.wikipedia.org/wiki/Set_theory,https://www.wikidata.org/wiki/Q12482,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Class,,
Class,4,2/4,Q191849,Zermelo–Fraenkel set theory,formalized,High,FALSE,"PSet, ZFSet, ZFSet.omega, ZFSet.regularity",https://en.wikipedia.org/wiki/Zermelo-Fraenkel_set_theory,https://www.wikidata.org/wiki/Q191849,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Class,,
Class,4,3/4,Q191853,Zermelo set theory,formalized,Mid,FALSE,"PSet, ZFSet",https://en.wikipedia.org/wiki/Zermelo_set_theory,https://www.wikidata.org/wiki/Q191853,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Class,,
Class,4,4/4,Q836475,Axiom of limitation of size,not_formalized,Mid,FALSE,"Class.mem_univ, Class.univ, ZFSet.isOrdinal_notMem_univ",https://en.wikipedia.org/wiki/Axiom_of_limitation_of_size,https://www.wikidata.org/wiki/Q836475,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Class,,
CommMonoid,4,1/4,Q165474,Commutative property,formalized,Top,FALSE,"CommMagma, CommSemigroup, Commute, mul_comm",https://en.wikipedia.org/wiki/Commutative_property,https://www.wikidata.org/wiki/Q165474,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CommMonoid,,
CommMonoid,4,2/4,Q208237,Monoid,formalized,Mid,FALSE,"AddMonoid, Monoid, Semigroup",https://en.wikipedia.org/wiki/Monoid,https://www.wikidata.org/wiki/Q208237,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CommMonoid,,
CommMonoid,4,3/4,Q40276,Multiplication,formalized,Top,FALSE,"Monoid, Mul, Semigroup, mul_comm",https://en.wikipedia.org/wiki/Multiplication,https://www.wikidata.org/wiki/Q40276,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CommMonoid,,
CommMonoid,4,4/4,Q901718,Product (mathematics),formalized,Top,FALSE,"Finset.prod, Monoid, Semigroup",https://en.wikipedia.org/wiki/Product_mathematics,https://www.wikidata.org/wiki/Q901718,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=CommMonoid,,
Complex.exp,4,1/4,Q168698,Exponential function,formalized,Top,FALSE,"Complex.exp_add, NormedSpace.exp, NormedSpace.expSeries, Real.exp",https://en.wikipedia.org/wiki/Exponential_function,https://www.wikidata.org/wiki/Q168698,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Complex.exp,,
Complex.exp,4,2/4,Q5073783,Characterizations of the exponential function,formalized,Mid,TRUE,"Complex.exp_add, NormedSpace.exp, NormedSpace.expSeries, Real.exp",https://en.wikipedia.org/wiki/Characterizations_of_the_exponential_function,https://www.wikidata.org/wiki/Q5073783,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Complex.exp,,
Complex.exp,4,3/4,Q582659,Exponential growth,formalized,High,FALSE,"ExpGrowth.expGrowthInf, ExpGrowth.expGrowthSup, Real.exp, Real.rpow",https://en.wikipedia.org/wiki/Exponential_growth,https://www.wikidata.org/wiki/Q582659,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Complex.exp,,
Complex.exp,4,4/4,Q82435,E (mathematical constant),formalized,Top,FALSE,"Complex.exp_pi_mul_I, Real.exp, Real.exp_one_gt_d9, Real.exp_one_near_20",https://en.wikipedia.org/wiki/E_mathematical_constant,https://www.wikidata.org/wiki/Q82435,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Complex.exp,,
Computable,4,1/4,Q1148456,Computable function,formalized,Top,TRUE,"ComputablePred, Computable₂, Nat.Partrec, Partrec",https://en.wikipedia.org/wiki/Computable_function,https://www.wikidata.org/wiki/Q1148456,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Computable,,
Computable,4,2/4,Q309157,Church–Turing thesis,formalized,High,FALSE,"Nat.Partrec, Nat.Partrec.Code, Nat.Partrec.Code.exists_code, Partrec",https://en.wikipedia.org/wiki/Church-Turing_thesis,https://www.wikidata.org/wiki/Q309157,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Computable,,
Computable,4,3/4,Q818930,Computability theory,formalized,Mid,TRUE,"ComputablePred, Partrec, TuringDegree, TuringReducible",https://en.wikipedia.org/wiki/Computability_theory,https://www.wikidata.org/wiki/Q818930,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Computable,,
Computable,4,4/4,Q844718,Theory of computation,formalized,High,FALSE,"ComputablePred, Partrec, Turing.Machine, Turing.TM2Computable",https://en.wikipedia.org/wiki/Theory_of_computation,https://www.wikidata.org/wiki/Q844718,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Computable,,
Continuous,4,1/4,Q170058,Continuous function,formalized,High,TRUE,"ContinuousAt, ContinuousMap, ContinuousOn, ContinuousWithinAt",https://en.wikipedia.org/wiki/Continuous_function,https://www.wikidata.org/wiki/Q170058,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Continuous,,
Continuous,4,2/4,Q179899,Topological space,formalized,Top,FALSE,"IsOpen, TopologicalSpace, closure, interior",https://en.wikipedia.org/wiki/Topological_space,https://www.wikidata.org/wiki/Q179899,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Continuous,,
Continuous,4,3/4,Q42989,Topology,formalized,Top,FALSE,"Homeomorph, IsOpen, TopologicalSpace",https://en.wikipedia.org/wiki/Topology,https://www.wikidata.org/wiki/Q42989,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Continuous,,
Continuous,4,4/4,Q621550,General topology,formalized,Top,FALSE,"CompactSpace, ConnectedSpace, IsOpen, TopologicalSpace",https://en.wikipedia.org/wiki/General_topology,https://www.wikidata.org/wiki/Q621550,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Continuous,,
Convex,4,1/4,Q193657,Convex set,formalized,High,TRUE,"StarConvex, convexHull, convex_iff_segment_subset, segment",https://en.wikipedia.org/wiki/Convex_set,https://www.wikidata.org/wiki/Q193657,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Convex,,
Convex,4,2/4,Q2234833,Convex analysis,formalized,High,TRUE,"ConcaveOn, ConvexOn, convexHull",https://en.wikipedia.org/wiki/Convex_analysis,https://www.wikidata.org/wiki/Q2234833,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Convex,,
Convex,4,3/4,Q4129097,Convex polytope,formalized,High,FALSE,"Convex.exists_subset_interior_convexHull_finset_of_isCompact, convexHull",https://en.wikipedia.org/wiki/Convex_polytope,https://www.wikidata.org/wiki/Q4129097,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Convex,,
Convex,4,4/4,Q463359,Convex optimization,formalized,High,FALSE,"ConcaveOn, ConvexOn, IsMinOn.of_isLocalMinOn_of_convexOn, StrictConvexOn.eq_of_isMinOn",https://en.wikipedia.org/wiki/Convex_optimization,https://www.wikidata.org/wiki/Q463359,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Convex,,
DirichletCharacter.LFunction,4,1/4,Q10843274,Analytic number theory,formalized,Top,FALSE,"DirichletCharacter, LSeries, Nat.infinite_setOf_prime_and_eq_mod, riemannZeta",https://en.wikipedia.org/wiki/Analytic_number_theory,https://www.wikidata.org/wiki/Q10843274,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DirichletCharacter.LFunction,,
DirichletCharacter.LFunction,4,2/4,Q1789063,L-function,formalized,High,FALSE,"LSeries, LSeriesSummable, dedekindZeta, riemannZeta",https://en.wikipedia.org/wiki/L-function,https://www.wikidata.org/wiki/Q1789063,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DirichletCharacter.LFunction,,
DirichletCharacter.LFunction,4,3/4,Q2264419,Dirichlet L-function,formalized,High,TRUE,"DirichletCharacter.IsPrimitive.completedLFunction_one_sub, DirichletCharacter.LFunction_eq_LSeries, DirichletCharacter.completedLFunction, DirichletCharacter.differentiable_LFunction",https://en.wikipedia.org/wiki/Dirichlet_L-function,https://www.wikidata.org/wiki/Q2264419,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DirichletCharacter.LFunction,,
DirichletCharacter.LFunction,4,4/4,Q685140,Generalized Riemann hypothesis,formalized,High,FALSE,"DirichletCharacter.completedLFunction_one_sub, NumberField.dedekindZeta, RiemannHypothesis",https://en.wikipedia.org/wiki/Generalized_Riemann_hypothesis,https://www.wikidata.org/wiki/Q685140,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=DirichletCharacter.LFunction,,
Equiv,4,1/4,Q180907,Bijection,formalized,High,FALSE,"Function.Bijective, Function.Bijective.comp, Function.bijective_iff_has_inverse",https://en.wikipedia.org/wiki/Bijection,https://www.wikidata.org/wiki/Q180907,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Equiv,,
Equiv,4,2/4,Q191884,Inverse function,formalized,High,FALSE,"Equiv.ofBijective, Function.Bijective, Function.invFun, Function.invFun_eq",https://en.wikipedia.org/wiki/Inverse_function,https://www.wikidata.org/wiki/Q191884,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Equiv,,
Equiv,4,3/4,Q2431134,Symmetry in mathematics,formalized,Top,FALSE,"Equiv.Perm, Isometry, IsometryEquiv, MulAut",https://en.wikipedia.org/wiki/Symmetry_in_mathematics,https://www.wikidata.org/wiki/Q2431134,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Equiv,,
Equiv,4,4/4,Q4907197,"Bijection, injection and surjection",formalized,High,FALSE,Function.Bijective,https://en.wikipedia.org/wiki/Bijection_injection_and_surjection,https://www.wikidata.org/wiki/Q4907197,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Equiv,,
Equiv.Perm,4,1/4,Q1412905,Permutation group,formalized,High,TRUE,"Equiv.Perm.permGroup, Equiv.Perm.subgroupOfMulAction",https://en.wikipedia.org/wiki/Permutation_group,https://www.wikidata.org/wiki/Q1412905,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Equiv.Perm,,
Equiv.Perm,4,2/4,Q161519,Permutation,formalized,High,TRUE,"Equiv.permCongr, Equiv.permGroup, Nat.factorial",https://en.wikipedia.org/wiki/Permutation,https://www.wikidata.org/wiki/Q161519,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Equiv.Perm,,
Equiv.Perm,4,3/4,Q2431134,Symmetry in mathematics,formalized,Top,TRUE,"Equiv, Isometry, IsometryEquiv, MulAut",https://en.wikipedia.org/wiki/Symmetry_in_mathematics,https://www.wikidata.org/wiki/Q2431134,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Equiv.Perm,,
Equiv.Perm,4,4/4,Q849512,Symmetric group,formalized,High,TRUE,"Equiv.Perm.permGroup, Fintype.card_perm, Nat.card_perm",https://en.wikipedia.org/wiki/Symmetric_group,https://www.wikidata.org/wiki/Q849512,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=Equiv.Perm,,
EuclideanDomain,4,1/4,Q1226939,Division (mathematics),formalized,Top,FALSE,"DivInvMonoid, DivisionRing, Field, GroupWithZero",https://en.wikipedia.org/wiki/Division_mathematics,https://www.wikidata.org/wiki/Q1226939,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanDomain,,
EuclideanDomain,4,2/4,Q172891,Euclid's Elements,not_formalized,Top,FALSE,"Nat.exists_infinite_primes, PythagoreanTriple",https://en.wikipedia.org/wiki/Euclids_Elements,https://www.wikidata.org/wiki/Q172891,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanDomain,,
EuclideanDomain,4,3/4,Q230848,Euclidean algorithm,formalized,Top,FALSE,"EuclideanDomain.gcd, EuclideanDomain.gcd_eq_gcd_ab, EuclideanDomain.xgcd, Nat.xgcd",https://en.wikipedia.org/wiki/Euclidean_algorithm,https://www.wikidata.org/wiki/Q230848,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanDomain,,
EuclideanDomain,4,4/4,Q41118,Quotient,formalized,High,FALSE,"EuclideanDomain.div_add_mod, EuclideanDomain.quotient",https://en.wikipedia.org/wiki/Quotient,https://www.wikidata.org/wiki/Q41118,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=EuclideanDomain,,
FDRep,4,1/4,Q1055807,Group representation,formalized,Top,FALSE,"Rep, Representation, Representation.IsTrivial, Representation.trivial",https://en.wikipedia.org/wiki/Group_representation,https://www.wikidata.org/wiki/Q1055807,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FDRep,,
FDRep,4,2/4,Q13220368,Representation theory,formalized,Top,FALSE,"FDRep.character, Rep, Representation, Representation.IsIrreducible",https://en.wikipedia.org/wiki/Representation_theory,https://www.wikidata.org/wiki/Q13220368,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FDRep,,
FDRep,4,3/4,Q2905654,Representation (mathematics),formalized,Mid,FALSE,"Rep, Representation",https://en.wikipedia.org/wiki/Representation_mathematics,https://www.wikidata.org/wiki/Q2905654,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FDRep,,
FDRep,4,4/4,Q3526854,Representation theory of finite groups,formalized,Mid,FALSE,"FDRep.character, Rep, Representation, Representation.IsIrreducible",https://en.wikipedia.org/wiki/Representation_theory_of_finite_groups,https://www.wikidata.org/wiki/Q3526854,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FDRep,,
FirstOrder.Language,4,1/4,Q1851710,Structure (mathematical logic),formalized,High,FALSE,"FirstOrder.Language.Hom, FirstOrder.Language.Structure, FirstOrder.Language.Theory.Model, FirstOrder.Language.Theory.ModelType",https://en.wikipedia.org/wiki/Structure_mathematical_logic,https://www.wikidata.org/wiki/Q1851710,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language,,
FirstOrder.Language,4,2/4,Q4055684,First-order logic,formalized,Top,TRUE,"FirstOrder.Language.BoundedFormula, FirstOrder.Language.Formula, FirstOrder.Language.Structure, FirstOrder.Language.Term",https://en.wikipedia.org/wiki/First-order_logic,https://www.wikidata.org/wiki/Q4055684,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language,,
FirstOrder.Language,4,3/4,Q467606,Model theory,formalized,High,FALSE,"FirstOrder.Language.ElementarilyEquivalent, FirstOrder.Language.Structure, FirstOrder.Language.Theory, FirstOrder.Language.Theory.Model",https://en.wikipedia.org/wiki/Model_theory,https://www.wikidata.org/wiki/Q467606,https://leanprover-community.github.io/mathlib4_docs/find/?pattern=FirstOrder.Language,,
